DC024,DC205,DC214,DC220,DC235,DC109,DC142a,DC201
12.0,16.0,36.0,31.0,1.710778589792882,12.0,25.0,1.0
12.0,16.0,36.0,65.0,2.0819399542985053,12.0,48.0,1.0
12.0,12.0,35.0,53.0,1.5763172537639218,11.0,40.0,1.0
12.0,12.0,36.0,44.0,1.7184840619151258,11.0,18.0,1.0
12.0,16.0,36.0,51.0,1.6954426526463318,12.0,35.0,1.0
12.0,16.0,35.0,52.0,1.4197681599617276,12.0,40.0,1.0
12.0,17.0,36.0,45.0,1.8765153671546035,21.0,9.0,1.0
12.0,31.0,36.0,76.0,1.663017362191121,32.0,40.0,1.0
12.0,21.0,36.0,41.0,1.7681347299839354,41.0,25.0,1.0
12.0,31.0,36.0,34.0,1.849097499550282,32.0,25.0,1.0
12.0,21.0,36.0,38.0,1.7882440682431484,41.0,21.0,1.0
12.0,16.0,36.0,53.0,1.868960260054257,12.0,56.0,1.0
12.0,31.0,36.0,46.0,1.7091877846571046,32.0,32.0,1.0
12.0,12.0,36.0,35.0,1.703479400021212,11.0,48.0,1.0
12.0,12.0,36.0,60.0,1.533861587125955,11.0,45.0,1.0
12.0,12.0,35.0,35.0,1.6690883880873917,11.0,36.0,1.0
12.0,16.0,36.0,42.0,1.9834891387081592,12.0,24.0,1.0
12.0,31.0,36.0,54.0,1.9422964175578104,32.0,30.0,1.0
12.0,31.0,36.0,53.0,1.996276542187492,51.0,24.0,1.0
12.0,16.0,35.0,43.0,1.6887925696212256,12.0,24.0,1.0
12.0,12.0,35.0,33.0,1.5671904726784305,11.0,32.0,1.0
12.0,17.0,26.0,24.0,1.8276056821602968,21.0,9.0,1.0
12.0,16.0,35.0,30.0,1.6715512679723932,12.0,28.0,1.0
12.0,12.0,32.0,27.0,1.8703196913486413,11.0,100.0,1.0
12.0,12.0,35.0,48.0,1.6962413572753297,11.0,48.0,1.0
12.0,12.0,35.0,41.0,1.0,11.0,998.0,1.0
12.0,12.0,35.0,59.0,1.5895236665499104,11.0,63.0,1.0
12.0,12.0,35.0,62.0,1.4594136115292624,11.0,80.0,1.0
12.0,12.0,32.0,62.0,1.5840713171043648,11.0,250.0,1.0
12.0,12.0,35.0,40.0,1.6161914040109542,11.0,40.0,1.0
12.0,12.0,35.0,51.0,1.121558145772673,11.0,998.0,1.0
12.0,12.0,32.0,53.0,1.6976811819638025,11.0,26.0,1.0
12.0,12.0,35.0,55.0,1.4795516202966443,11.0,32.0,1.0
12.0,12.0,35.0,38.0,1.6857301191590746,11.0,64.0,1.0
12.0,12.0,32.0,75.0,1.647535618022259,11.0,63.0,1.0
12.0,12.0,35.0,69.0,1.432545192055006,11.0,240.0,1.0
12.0,12.0,35.0,38.0,1.667884914829996,11.0,40.0,1.0
12.0,12.0,35.0,57.0,1.546970876991702,11.0,75.0,1.0
12.0,12.0,35.0,34.0,1.359276282801379,11.0,75.0,1.0
12.0,12.0,35.0,55.0,1.3041405806682267,11.0,86.0,1.0
12.0,12.0,32.0,59.0,1.3053128965812455,11.0,50.0,1.0
12.0,12.0,24.0,38.0,1.524744306120989,11.0,56.0,1.0
12.0,12.0,35.0,72.0,1.2313884050779995,11.0,104.0,1.0
12.0,12.0,35.0,41.0,1.4949666438487532,11.0,72.0,1.0
12.0,12.0,32.0,79.0,1.8000869167087936,11.0,70.0,1.0
12.0,12.0,35.0,66.0,1.432132823135828,11.0,64.0,1.0
12.0,12.0,32.0,30.0,1.748453735135008,11.0,21.0,1.0
12.0,12.0,35.0,40.0,1.3231430948318663,11.0,70.0,1.0
12.0,12.0,35.0,49.0,1.0,11.0,158.0,1.0
12.0,12.0,35.0,29.0,1.313764226242523,11.0,180.0,1.0
12.0,12.0,32.0,56.0,1.5868342249397636,11.0,128.0,1.0
12.0,12.0,35.0,54.0,2.0,11.0,200.0,1.0
12.0,12.0,35.0,60.0,1.4577301332397676,11.0,150.0,1.0
12.0,12.0,35.0,45.0,1.5932797564004575,11.0,56.0,1.0
12.0,12.0,35.0,61.0,1.6757365704988745,11.0,48.0,1.0
12.0,12.0,35.0,48.0,1.6482176564875002,11.0,36.0,1.0
12.0,12.0,35.0,31.0,1.7148774683437091,11.0,30.0,1.0
12.0,12.0,35.0,47.0,1.5554410326045898,11.0,28.0,1.0
12.0,12.0,31.0,60.0,3.0,11.0,50.0,1.0
12.0,16.0,31.0,48.0,2.0,12.0,25.0,1.0
12.0,17.0,36.0,40.0,3.0,21.0,24.0,0.0
12.0,31.0,31.0,58.0,3.0,31.0,24.0,1.0
12.0,12.0,35.0,50.0,2.0,11.0,63.0,1.0
12.0,12.0,35.0,41.0,1.0,11.0,75.0,1.0
12.0,12.0,32.0,46.0,2.0,11.0,80.0,1.0
12.0,12.0,35.0,52.0,1.5938166083877785,11.0,120.0,1.0
12.0,12.0,35.0,53.0,1.3259047431422195,11.0,100.0,1.0
12.0,12.0,35.0,30.0,1.6379113583675189,11.0,48.0,1.0
12.0,12.0,32.0,45.0,1.0,11.0,80.0,1.0
12.0,12.0,35.0,57.0,1.0,11.0,220.0,1.0
12.0,12.0,23.0,52.0,1.0,11.0,84.0,1.0
12.0,12.0,35.0,62.0,1.0,11.0,60.0,1.0
12.0,12.0,35.0,82.0,2.0,11.0,300.0,1.0
12.0,12.0,35.0,80.0,1.0,11.0,68.0,1.0
12.0,12.0,23.0,48.0,3.0,11.0,12.0,1.0
12.0,12.0,32.0,78.0,1.0,11.0,180.0,1.0
12.0,12.0,32.0,54.0,1.0,11.0,135.0,1.0
12.0,12.0,35.0,54.0,1.0,11.0,125.0,1.0
12.0,12.0,35.0,34.0,1.0,11.0,80.0,1.0
12.0,12.0,32.0,50.0,1.8883069793867369,11.0,40.0,1.0
12.0,12.0,35.0,45.0,1.0,11.0,75.0,1.0
12.0,12.0,35.0,58.0,1.0,11.0,998.0,1.0
12.0,12.0,35.0,38.0,1.0,11.0,20.0,1.0
12.0,12.0,35.0,60.0,1.2280897462731148,11.0,150.0,1.0
12.0,12.0,35.0,67.0,1.0,11.0,200.0,1.0
12.0,12.0,35.0,77.0,1.0,11.0,161.0,1.0
12.0,12.0,35.0,59.0,1.0,11.0,96.0,1.0
12.0,12.0,35.0,70.0,1.0,11.0,160.0,1.0
12.0,12.0,35.0,72.0,1.0,11.0,130.0,1.0
12.0,12.0,35.0,53.0,1.0,11.0,720.0,1.0
12.0,12.0,35.0,54.0,1.0,11.0,72.0,1.0
12.0,12.0,35.0,61.0,1.0,11.0,64.0,1.0
12.0,12.0,32.0,52.0,1.0,11.0,20.0,1.0
12.0,12.0,32.0,75.0,1.0,11.0,96.0,1.0
12.0,12.0,35.0,61.0,1.0,11.0,125.0,1.0
12.0,12.0,35.0,51.0,1.3344833605798532,11.0,80.0,1.0
12.0,12.0,32.0,58.0,1.0,11.0,163.0,1.0
12.0,12.0,35.0,59.0,1.0,11.0,225.0,1.0
12.0,12.0,35.0,49.0,2.0,11.0,90.0,1.0
12.0,17.0,32.0,57.0,1.0,21.0,46.0,1.0
12.0,12.0,35.0,44.0,1.0,11.0,40.0,1.0
12.0,12.0,35.0,59.0,1.2927583289479756,11.0,90.0,1.0
12.0,12.0,35.0,49.0,1.3799253572270218,11.0,105.0,1.0
12.0,12.0,35.0,60.0,1.1030420689161813,11.0,300.0,1.0
12.0,12.0,35.0,44.0,3.0,11.0,225.0,1.0
12.0,12.0,36.0,43.0,2.0,11.0,64.0,1.0
12.0,12.0,35.0,59.0,1.5182537259092617,11.0,80.0,1.0
12.0,12.0,23.0,46.0,2.0,11.0,70.0,1.0
12.0,12.0,35.0,67.0,2.0,11.0,84.0,1.0
12.0,12.0,36.0,58.0,1.0,11.0,48.0,1.0
12.0,12.0,35.0,61.0,2.0,11.0,88.0,1.0
12.0,12.0,36.0,49.0,1.0,11.0,50.0,1.0
12.0,12.0,35.0,35.0,1.0,11.0,60.0,1.0
12.0,12.0,36.0,34.0,1.0,11.0,150.0,1.0
12.0,12.0,35.0,38.0,1.5423050765654571,11.0,64.0,1.0
12.0,12.0,35.0,60.0,1.439013008695412,11.0,108.0,1.0
12.0,12.0,35.0,20.0,1.6367172729983075,11.0,90.0,1.0
12.0,12.0,35.0,45.0,1.3888206946815498,11.0,35.0,1.0
12.0,12.0,23.0,47.0,1.0,11.0,45.0,1.0
12.0,12.0,35.0,45.0,1.3282010137181206,11.0,75.0,1.0
12.0,12.0,35.0,32.0,1.4727761438184763,11.0,85.0,1.0
12.0,12.0,35.0,69.0,1.2655878463113055,11.0,102.0,1.0
12.0,12.0,35.0,49.0,1.1991235065737722,11.0,135.0,1.0
12.0,12.0,35.0,59.0,1.316346991087193,11.0,120.0,1.0
12.0,12.0,35.0,44.0,2.0,11.0,300.0,1.0
12.0,12.0,35.0,63.0,1.1708608803420089,11.0,150.0,1.0
12.0,12.0,35.0,61.0,1.2235677586077465,11.0,300.0,1.0
12.0,12.0,35.0,54.0,1.3627785582104368,11.0,162.0,1.0
12.0,12.0,35.0,41.0,1.264541944764893,11.0,170.0,1.0
12.0,12.0,35.0,35.0,1.6089388832177405,11.0,36.0,1.0
12.0,12.0,35.0,40.0,1.190181494717058,11.0,998.0,1.0
12.0,12.0,35.0,65.0,1.4417609745031,11.0,35.0,1.0
12.0,12.0,35.0,39.0,1.290441245954859,11.0,135.0,1.0
12.0,12.0,35.0,47.0,1.1881121031452664,11.0,205.0,1.0
12.0,12.0,35.0,47.0,1.2296905246532008,11.0,220.0,1.0
12.0,12.0,35.0,64.0,1.3780182267340555,11.0,117.0,1.0
12.0,12.0,35.0,37.0,1.1537096888853455,11.0,998.0,1.0
12.0,12.0,32.0,46.0,1.355076112869118,11.0,160.0,1.0
12.0,12.0,35.0,41.0,1.34636651729654,11.0,150.0,1.0
12.0,12.0,35.0,42.0,1.2495439061230889,11.0,252.0,1.0
12.0,12.0,35.0,48.0,1.457192387452139,11.0,104.0,1.0
12.0,12.0,35.0,22.0,1.3219538274956304,11.0,196.0,1.0
12.0,12.0,35.0,61.0,1.1501024803587938,11.0,180.0,1.0
12.0,12.0,35.0,40.0,1.4219315344717138,11.0,104.0,1.0
12.0,12.0,35.0,35.0,1.0,11.0,60.0,1.0
12.0,12.0,35.0,53.0,1.451163920110509,11.0,100.0,1.0
12.0,12.0,35.0,54.0,1.2926178838034414,11.0,200.0,1.0
12.0,12.0,35.0,57.0,1.5452980854306326,11.0,50.0,1.0
12.0,12.0,35.0,61.0,1.3029172940675469,11.0,96.0,1.0
12.0,12.0,35.0,58.0,1.3749643362684516,11.0,75.0,1.0
12.0,12.0,35.0,53.0,1.355713638792788,11.0,91.0,1.0
12.0,12.0,35.0,66.0,1.418141741918761,11.0,80.0,1.0
12.0,12.0,36.0,54.0,1.0,11.0,56.0,1.0
12.0,12.0,35.0,53.0,1.334920656311073,11.0,40.0,1.0
12.0,12.0,23.0,51.0,1.567979388059617,11.0,88.0,1.0
12.0,12.0,35.0,37.0,1.631889701793858,11.0,36.0,1.0
12.0,12.0,35.0,46.0,1.4747282291046018,11.0,52.0,1.0
12.0,12.0,35.0,42.0,1.3537948214467714,11.0,90.0,1.0
12.0,12.0,35.0,38.0,1.2847645969001,11.0,152.0,1.0
12.0,12.0,35.0,29.0,1.5628252295686396,11.0,60.0,1.0
12.0,12.0,35.0,42.0,1.4685274254460357,11.0,60.0,1.0
12.0,12.0,35.0,50.0,1.4845547631078504,11.0,40.0,1.0
12.0,12.0,35.0,53.0,1.3628321828844705,11.0,75.0,1.0
12.0,12.0,35.0,35.0,1.6814437719622075,11.0,24.0,1.0
12.0,12.0,36.0,30.0,1.676359389817401,11.0,21.0,1.0
12.0,12.0,35.0,57.0,1.411867008184851,11.0,60.0,1.0
12.0,16.0,35.0,29.0,1.5795609869276817,12.0,45.0,1.0
12.0,12.0,35.0,61.0,1.1473132925574046,11.0,120.0,1.0
12.0,12.0,35.0,59.0,1.6996257036147866,11.0,60.0,1.0
12.0,31.0,35.0,29.0,1.5112300134012184,31.0,120.0,1.0
12.0,12.0,35.0,65.0,1.468641175780624,11.0,135.0,1.0
12.0,12.0,35.0,61.0,1.1964773406680065,11.0,160.0,1.0
12.0,12.0,35.0,45.0,1.2657559253564117,11.0,64.0,1.0
12.0,12.0,35.0,34.0,1.479782928091944,11.0,64.0,1.0
12.0,12.0,35.0,55.0,1.3753653698248585,11.0,126.0,1.0
12.0,31.0,35.0,52.0,1.583872893876265,31.0,63.0,1.0
12.0,16.0,34.0,55.0,1.4561720145788093,12.0,96.0,1.0
12.0,12.0,35.0,52.0,1.1615323162432452,11.0,200.0,1.0
12.0,31.0,35.0,62.0,1.534529857190167,31.0,108.0,1.0
12.0,12.0,35.0,61.0,1.5641644962839532,11.0,45.0,1.0
12.0,12.0,35.0,57.0,1.929213207047097,11.0,8.0,1.0
12.0,16.0,35.0,36.0,1.5782799788479251,12.0,64.0,1.0
12.0,12.0,35.0,46.0,1.329672580759158,11.0,64.0,1.0
12.0,16.0,35.0,63.0,1.5844128255308738,12.0,36.0,1.0
12.0,16.0,35.0,33.0,1.486144708284122,12.0,100.0,1.0
12.0,12.0,35.0,61.0,1.556485982457412,11.0,45.0,1.0
12.0,12.0,35.0,52.0,1.5663801479525432,11.0,45.0,1.0
12.0,12.0,35.0,26.0,1.5468908031272366,11.0,20.0,1.0
12.0,12.0,35.0,29.0,1.27253268126255,11.0,144.0,1.0
12.0,12.0,35.0,45.0,2.0,11.0,200.0,1.0
12.0,12.0,35.0,46.0,1.275687660194161,11.0,80.0,1.0
12.0,12.0,35.0,41.0,1.3631283749082068,11.0,56.0,1.0
12.0,12.0,36.0,45.0,1.3703403486268295,11.0,60.0,1.0
12.0,12.0,36.0,53.0,1.5090301307670888,11.0,72.0,1.0
12.0,12.0,35.0,55.0,1.346950913053609,11.0,110.0,1.0
12.0,12.0,36.0,92.0,1.5398564025992545,11.0,51.0,1.0
12.0,12.0,35.0,58.0,1.240246406604025,11.0,104.0,1.0
12.0,12.0,35.0,21.0,1.60147033704401,11.0,96.0,1.0
12.0,12.0,32.0,29.0,1.658475515629365,11.0,150.0,1.0
12.0,12.0,35.0,42.0,1.3629063067402174,11.0,80.0,1.0
12.0,12.0,35.0,38.0,1.0,11.0,39.0,1.0
12.0,12.0,36.0,33.0,2.0,11.0,40.0,1.0
12.0,12.0,36.0,31.0,2.0,11.0,21.0,1.0
12.0,12.0,35.0,28.0,1.7049122280516509,11.0,5.0,1.0
12.0,12.0,35.0,26.0,1.5156052489649503,11.0,72.0,1.0
12.0,12.0,35.0,24.0,3.0,11.0,16.0,1.0
12.0,12.0,35.0,24.0,1.0,11.0,16.0,1.0
12.0,12.0,35.0,22.0,1.9978670296833296,11.0,16.0,1.0
12.0,12.0,35.0,20.0,1.6307614873102412,11.0,12.0,1.0
12.0,12.0,35.0,56.0,1.1818411829886994,11.0,150.0,1.0
12.0,12.0,35.0,32.0,2.0,11.0,120.0,1.0
12.0,12.0,35.0,64.0,1.369093268230147,11.0,110.0,1.0
12.0,12.0,35.0,48.0,1.368229769899972,11.0,60.0,1.0
12.0,12.0,35.0,41.0,1.221388582100155,11.0,197.0,1.0
12.0,12.0,35.0,66.0,1.241659537081171,11.0,60.0,1.0
12.0,12.0,35.0,40.0,1.2411051812287313,11.0,400.0,1.0
12.0,12.0,35.0,45.0,1.192547905815038,11.0,112.0,1.0
12.0,12.0,35.0,56.0,1.3925149451799816,11.0,52.0,1.0
12.0,12.0,35.0,51.0,1.2996291476748827,11.0,96.0,1.0
12.0,12.0,35.0,66.0,1.1896887765632504,11.0,360.0,1.0
12.0,12.0,35.0,31.0,1.249341168447646,11.0,420.0,1.0
12.0,12.0,35.0,60.0,1.2682320241013338,11.0,96.0,1.0
12.0,12.0,35.0,35.0,1.5149408085923892,11.0,84.0,1.0
12.0,12.0,35.0,25.0,1.4062024012930636,11.0,105.0,1.0
12.0,12.0,35.0,24.0,1.694445814385353,11.0,12.0,1.0
12.0,12.0,35.0,27.0,1.7002009301992542,11.0,30.0,1.0
12.0,12.0,35.0,30.0,1.4612429834316556,11.0,54.0,1.0
12.0,12.0,35.0,60.0,1.2077434163954035,11.0,210.0,1.0
12.0,12.0,35.0,27.0,1.425449021649059,11.0,48.0,1.0
12.0,12.0,35.0,48.0,2.0,11.0,80.0,1.0
12.0,12.0,35.0,28.0,1.5293384285674692,11.0,50.0,1.0
12.0,12.0,35.0,66.0,1.1884279275119272,11.0,117.0,1.0
12.0,12.0,35.0,32.0,1.4448423413179317,11.0,78.0,1.0
12.0,12.0,36.0,70.0,1.5403393018710787,11.0,55.0,1.0
12.0,12.0,35.0,60.0,1.4773930109365607,11.0,63.0,1.0
12.0,12.0,35.0,60.0,1.3795400359382175,11.0,144.0,1.0
12.0,12.0,35.0,53.0,1.2925840507674071,11.0,84.0,1.0
12.0,12.0,35.0,48.0,1.3625525028347325,11.0,105.0,1.0
12.0,12.0,35.0,64.0,1.352314626368765,11.0,105.0,1.0
12.0,12.0,35.0,51.0,1.479904206357712,11.0,105.0,1.0
12.0,12.0,35.0,57.0,1.384394574719251,11.0,100.0,1.0
12.0,12.0,35.0,32.0,3.0,11.0,36.0,1.0
12.0,12.0,35.0,27.0,1.5488230072931704,11.0,48.0,1.0
12.0,12.0,35.0,43.0,1.1905179316856926,11.0,90.0,1.0
12.0,12.0,35.0,35.0,1.3088656015243214,11.0,90.0,1.0
12.0,12.0,35.0,51.0,1.3269991426435457,11.0,100.0,1.0
12.0,12.0,35.0,17.0,1.6820456149814669,11.0,120.0,1.0
12.0,12.0,35.0,40.0,1.4769564840353864,11.0,90.0,1.0
12.0,12.0,35.0,58.0,1.586700526873836,11.0,96.0,1.0
12.0,12.0,36.0,57.0,3.0,11.0,42.0,1.0
12.0,12.0,35.0,58.0,1.0,11.0,35.0,1.0
12.0,12.0,36.0,62.0,1.567105166003841,11.0,110.0,1.0
12.0,12.0,35.0,53.0,1.3419987191142562,11.0,100.0,1.0
12.0,12.0,31.0,37.0,1.6596863183788313,11.0,28.0,1.0
12.0,12.0,35.0,65.0,1.6192702101253724,11.0,64.0,1.0
12.0,12.0,36.0,42.0,1.4650698499305994,11.0,80.0,1.0
12.0,12.0,35.0,52.0,2.0,11.0,40.0,1.0
12.0,12.0,35.0,52.0,1.3154016184793154,11.0,96.0,1.0
12.0,12.0,35.0,47.0,0.9977085695673302,11.0,140.0,1.0
12.0,12.0,35.0,61.0,1.481525605998397,11.0,42.0,1.0
12.0,12.0,35.0,70.0,1.0,11.0,60.0,1.0
12.0,12.0,35.0,34.0,1.3769513003602485,11.0,68.0,1.0
12.0,12.0,35.0,64.0,1.3259395145953596,11.0,80.0,1.0
12.0,12.0,35.0,38.0,1.2658821968989078,11.0,80.0,1.0
12.0,17.0,24.0,45.0,3.0,21.0,30.0,1.0
12.0,12.0,35.0,65.0,1.3250338994723645,11.0,70.0,1.0
12.0,31.0,36.0,48.0,1.90293138834926,31.0,32.0,1.0
12.0,12.0,35.0,63.0,1.2624164487477096,11.0,64.0,1.0
12.0,21.0,35.0,49.0,3.0,41.0,32.0,1.0
12.0,12.0,35.0,53.0,1.423114892125152,11.0,120.0,1.0
12.0,12.0,35.0,37.0,1.0,11.0,35.0,1.0
12.0,12.0,36.0,41.0,2.0,11.0,40.0,1.0
12.0,12.0,35.0,42.0,1.2639939597550132,11.0,66.0,1.0
12.0,12.0,35.0,49.0,1.6235542465799964,11.0,32.0,1.0
12.0,12.0,35.0,51.0,1.6651801385352112,11.0,60.0,1.0
12.0,12.0,35.0,28.0,1.6632524712878514,11.0,35.0,1.0
12.0,12.0,35.0,67.0,1.5804102238426248,11.0,60.0,1.0
12.0,12.0,35.0,54.0,1.5088072776923602,11.0,72.0,1.0
12.0,12.0,35.0,51.0,1.297953135872006,11.0,90.0,1.0
12.0,12.0,35.0,70.0,1.4950035316162362,11.0,45.0,1.0
12.0,12.0,35.0,60.0,1.311148589052595,11.0,120.0,1.0
12.0,12.0,35.0,84.0,1.1321055179136,11.0,140.0,1.0
12.0,12.0,35.0,57.0,1.348691511542592,11.0,84.0,1.0
12.0,12.0,35.0,43.0,1.1857836837983418,11.0,170.0,1.0
12.0,12.0,35.0,64.0,1.184743298054028,11.0,96.0,1.0
12.0,12.0,35.0,54.0,1.4856117946889786,11.0,84.0,1.0
12.0,12.0,35.0,64.0,1.4188415353546353,11.0,120.0,1.0
12.0,12.0,35.0,51.0,1.5276799273067052,11.0,60.0,1.0
12.0,12.0,35.0,66.0,1.3770364105497546,11.0,63.0,1.0
12.0,12.0,35.0,37.0,1.7491706190877503,11.0,40.0,1.0
12.0,12.0,35.0,29.0,1.4913285927760676,11.0,60.0,1.0
12.0,12.0,35.0,27.0,1.3162612365421382,11.0,105.0,1.0
12.0,12.0,35.0,57.0,1.3391923419612055,11.0,200.0,1.0
12.0,12.0,35.0,42.0,1.5520215706657656,11.0,77.0,1.0
12.0,12.0,35.0,36.0,1.2524966260736323,11.0,120.0,1.0
12.0,12.0,35.0,61.0,1.4107277649392889,11.0,72.0,1.0
12.0,12.0,35.0,63.0,1.5474925491573135,11.0,42.0,1.0
12.0,12.0,35.0,31.0,1.3881842898907588,11.0,60.0,1.0
12.0,12.0,35.0,48.0,1.2389362198665594,11.0,135.0,1.0
12.0,12.0,35.0,37.0,1.2822453678677723,11.0,60.0,1.0
12.0,12.0,35.0,71.0,1.521493497839589,11.0,120.0,1.0
12.0,12.0,35.0,63.0,1.179002462395166,11.0,998.0,1.0
12.0,12.0,35.0,47.0,1.2545692979527563,11.0,153.0,1.0
12.0,12.0,35.0,52.0,1.5627221596784622,11.0,84.0,1.0
12.0,12.0,35.0,46.0,1.3745917808870278,11.0,210.0,1.0
12.0,12.0,35.0,54.0,1.3179294109604462,11.0,136.0,1.0
12.0,12.0,35.0,39.0,1.3625382112406093,11.0,136.0,1.0
12.0,12.0,35.0,47.0,1.2527091719833388,11.0,80.0,1.0
12.0,12.0,35.0,42.0,1.2677006640603987,11.0,60.0,1.0
12.0,12.0,35.0,85.0,1.150627829045346,11.0,312.0,1.0
12.0,12.0,35.0,47.0,1.2932795546631652,11.0,63.0,1.0
12.0,12.0,35.0,62.0,1.361016375580602,11.0,105.0,1.0
12.0,12.0,35.0,57.0,1.4476228294530598,11.0,200.0,1.0
12.0,17.0,35.0,26.0,1.7005516536255547,21.0,12.0,1.0
12.0,17.0,35.0,24.0,1.732922848421193,21.0,12.0,1.0
12.0,17.0,35.0,24.0,1.7329411566546793,21.0,12.0,1.0
12.0,17.0,35.0,26.0,1.7288158899463957,21.0,12.0,1.0
12.0,17.0,35.0,25.0,1.7026966740303853,21.0,12.0,1.0
12.0,17.0,35.0,35.0,1.7102064191754045,21.0,12.0,1.0
12.0,12.0,35.0,78.0,1.1742108058541991,11.0,180.0,1.0
12.0,12.0,35.0,41.0,1.328503160622677,11.0,136.0,1.0
12.0,12.0,35.0,67.0,1.2023017980709412,11.0,108.0,1.0
12.0,12.0,35.0,47.0,1.24029207261727,11.0,350.0,1.0
12.0,12.0,35.0,63.0,1.3566723477431557,11.0,144.0,1.0
12.0,12.0,35.0,85.0,1.1232237676105048,11.0,200.0,1.0
12.0,12.0,35.0,63.0,1.2509539430951415,11.0,150.0,1.0
12.0,12.0,35.0,64.0,1.4468486561653475,11.0,200.0,1.0
12.0,31.0,36.0,48.0,1.7815679711207086,31.0,100.0,1.0
12.0,12.0,35.0,43.0,1.580772993043576,11.0,144.0,1.0
12.0,12.0,35.0,69.0,1.5172727000594866,11.0,90.0,1.0
12.0,12.0,36.0,41.0,1.7268060593064725,11.0,50.0,1.0
12.0,12.0,35.0,45.0,1.613643868940562,11.0,45.0,1.0
12.0,12.0,35.0,58.0,1.7351371102554745,11.0,70.0,1.0
12.0,12.0,35.0,27.0,1.34882097351159,11.0,120.0,1.0
12.0,12.0,35.0,21.0,1.6027047634587686,11.0,54.0,1.0
12.0,12.0,35.0,75.0,1.5705799821226625,11.0,70.0,1.0
12.0,12.0,32.0,26.0,1.757834659637738,11.0,16.0,1.0
12.0,17.0,35.0,21.0,1.7115913811284278,21.0,9.0,1.0
12.0,12.0,35.0,21.0,1.7108905579735223,11.0,16.0,1.0
12.0,17.0,35.0,22.0,1.8549183081628389,21.0,12.0,1.0
12.0,17.0,35.0,20.0,2.0365064228520238,21.0,12.0,1.0
12.0,17.0,35.0,22.0,1.7373856712328974,21.0,9.0,1.0
12.0,12.0,35.0,36.0,1.0,11.0,195.0,1.0
12.0,12.0,35.0,54.0,1.3280723478915526,11.0,120.0,1.0
12.0,12.0,35.0,24.0,1.7284972396785068,11.0,12.0,1.0
12.0,12.0,35.0,21.0,1.464682215744788,11.0,120.0,1.0
12.0,12.0,31.0,36.0,1.5564778284496796,11.0,48.0,1.0
12.0,12.0,35.0,36.0,1.5524239064022884,11.0,48.0,1.0
12.0,12.0,35.0,58.0,1.3749606560062289,11.0,120.0,1.0
12.0,12.0,35.0,64.0,1.48281533426931,11.0,54.0,1.0
12.0,12.0,35.0,42.0,1.3274808914540634,11.0,60.0,1.0
12.0,12.0,35.0,68.0,1.2804422309188488,11.0,108.0,1.0
12.0,12.0,35.0,43.0,1.4475702898265426,11.0,50.0,1.0
12.0,12.0,35.0,56.0,1.3585062050634376,11.0,150.0,1.0
12.0,12.0,35.0,52.0,1.4021863082965125,11.0,100.0,1.0
12.0,12.0,35.0,66.0,2.0,11.0,110.0,1.0
12.0,12.0,35.0,55.0,1.601167219926372,11.0,44.0,1.0
12.0,12.0,35.0,21.0,1.5766216667469686,11.0,64.0,1.0
12.0,12.0,36.0,36.0,1.5744979367091982,11.0,45.0,1.0
12.0,12.0,35.0,31.0,1.429952786398728,11.0,50.0,1.0
12.0,12.0,35.0,31.0,1.0,11.0,36.0,1.0
12.0,12.0,35.0,54.0,1.309794549826696,11.0,70.0,1.0
12.0,12.0,35.0,33.0,1.652329371083095,11.0,36.0,1.0
12.0,12.0,35.0,39.0,1.0,11.0,50.0,1.0
12.0,12.0,35.0,40.0,1.6233094394569043,11.0,50.0,1.0
12.0,12.0,35.0,22.0,1.5608920701808635,11.0,80.0,1.0
12.0,12.0,35.0,42.0,1.0,11.0,54.0,1.0
12.0,12.0,35.0,42.0,1.478302433951537,11.0,32.0,1.0
12.0,12.0,35.0,27.0,1.542251273314558,11.0,45.0,1.0
12.0,12.0,35.0,54.0,1.3820580057182754,11.0,120.0,1.0
12.0,12.0,35.0,42.0,1.268502941307371,11.0,77.0,1.0
12.0,12.0,35.0,61.0,1.3598982539623252,11.0,84.0,1.0
12.0,12.0,35.0,47.0,2.0,11.0,70.0,1.0
12.0,12.0,32.0,42.0,1.212789428233633,11.0,107.0,1.0
12.0,12.0,35.0,40.0,2.0,11.0,100.0,1.0
12.0,12.0,35.0,58.0,1.4557190058914362,11.0,77.0,1.0
12.0,12.0,23.0,33.0,1.0,11.0,138.0,1.0
12.0,12.0,35.0,54.0,2.0,11.0,144.0,1.0
12.0,12.0,35.0,39.0,2.0,11.0,198.0,1.0
12.0,12.0,35.0,65.0,1.0,11.0,36.0,0.0
12.0,12.0,35.0,34.0,1.0,11.0,84.0,1.0
12.0,12.0,35.0,23.0,1.0,11.0,96.0,1.0
12.0,12.0,35.0,34.0,1.0,11.0,98.0,1.0
12.0,16.0,35.0,38.0,1.4068703005389014,12.0,84.0,1.0
12.0,12.0,35.0,36.0,1.508269232098014,11.0,65.0,1.0
12.0,12.0,35.0,45.0,1.0,11.0,198.0,1.0
12.0,12.0,35.0,38.0,1.4176078463092634,11.0,78.0,1.0
12.0,12.0,35.0,40.0,1.0,11.0,70.0,1.0
12.0,12.0,35.0,42.0,1.2889351255154162,11.0,55.0,1.0
12.0,12.0,35.0,57.0,3.0,11.0,120.0,1.0
12.0,12.0,35.0,64.0,1.0,11.0,128.0,1.0
12.0,12.0,35.0,52.0,1.0,11.0,105.0,1.0
